rngi,shift_x,shift_y,ncc_peak,shift_x_0,shift_y_0,registration_error
1,0.0,-0.1,0.9325057728225853,-0.19478763480303485,-0.28653485284719693,0.9998980615172792
2,-0.04,-0.1,0.9252162098784213,-0.20048290114417,-0.32521245359877327,0.9999318766026731
3,-0.04,-0.22,0.9242252674217762,-0.2069255268236816,-0.3237490838771677,0.9999132731076801
4,-0.06,-0.18,0.9274207329673032,-0.20383508364164982,-0.3161565990167148,0.9999294446452773
5,-0.04,-0.26,0.9251420518002846,-0.2079758001950296,-0.31939322338529763,0.9999218537392409
6,-0.06,-0.28,0.9201662253976006,-0.201115066076909,-0.32612055359828673,0.9999454269778972
7,-0.02,-0.12,0.9326732201666454,-0.19512200894112652,-0.2864391841831946,0.9999021008296071
8,-0.06,-0.18,0.9250008353015041,-0.2233837996822814,-0.3047938536994792,0.9999259946472807
9,-0.02,-0.12,0.9264758973976874,-0.19923226733246224,-0.3171087539832058,0.9999255593562407
