rngi,shift_x,shift_y,ncc_peak,shift_x_0,shift_y_0,registration_error
0,0.08,-1.26,0.9727901720210175,0.16559156753527304,-1.2590833549351714,0.9999903757740815
1,1.06,-1.44,0.942244868558021,1.1995289827540603,-1.5155282645001336,0.9999932817260248
2,-0.3,-1.02,0.9691727209228671,-0.35966073337705495,-1.019666505870262,0.9999914344984442
3,-1.9,-0.24,0.9581420611946084,-1.9142206815837,-0.24303420973458856,0.999993857064613
4,0.88,-1.66,0.9619237253969137,0.7872805223539672,-1.680060438746068,0.9999915787331302
5,-0.5800000000000001,0.62,0.9347292552114066,-0.4988307666723557,0.6159881921039698,0.999993376586062
6,2.94,-0.8200000000000001,0.9589727071164569,-0.8165277565032483,1.2787195914294784,0.9999957738659422
7,-1.56,-0.9,0.9525243615758019,-1.524794909383516,-0.8596506903879373,0.9999935253383784
8,-4.02,0.3,0.9505590047417078,-0.703841863354782,-1.7137275319440306,0.9999977946698586
9,-1.02,-1.78,0.9686593547429667,-1.0914297815268128,-1.8067010634122624,0.9999947288275628
10,-4.9,0.18,0.9491714999677536,-1.2823546031997495,-1.7154385851446108,0.9999971565705283
11,0.02,-1.9,0.9803256797058786,0.013168535940678794,-1.9804716954133,0.999991919452539
12,-0.7,0.3,0.9436606361987288,-0.5783161706355457,0.3373784671696569,0.9999923793082827
13,0.8200000000000001,-1.24,0.9591770059857156,0.6941981537106301,-1.274691962853339,0.9999914031271147
14,0.18,0.12,0.9714031229764459,0.2542288146141516,0.19719562689297732,0.9999909977542492
15,0.22,-0.02,0.968732704784899,0.364704851477768,0.032006922418986505,0.9999926417193178
16,1.92,-0.88,0.9655107457787637,1.9434669526015114,-0.914728301568573,0.9999943275162617
17,-1.0,-1.0,0.9901737151004608,-0.9780833148616779,-1.0171192588564821,0.9999874833516628
18,-0.96,1.9,0.9689202158737933,-0.9367289584916136,1.900802698800959,0.9999963059337129
19,0.9,-2.2,0.9587325882534936,0.9342328974116185,1.804924922505279,0.9999966865906438
