rngi,shift_x,shift_y,ncc_peak,shift_x_0,shift_y_0,registration_error
1,-1.22,0.02,0.8926183509713619,2.0378724638878225,-1.9942881727658488,0.9999876098472184
2,0.02,0.88,0.9574003473681865,-0.003274748004542971,0.9115397764344806,0.9999471236314303
3,-1.88,3.96,0.9125376909786969,-1.931115441935603,-0.2602706862437074,0.9999925272618393
4,-3.94,-1.02,0.9011851815342744,-0.2774336665254111,1.0284923232850645,0.9999875258081308
6,-0.94,-0.6799999999999999,0.9269755366900594,-1.0769675986087321,-0.8370251305805638,0.9999898182550541
7,-0.84,-2.0,0.9290026922111805,-1.0511808093470307,-1.9719403031213645,0.9999916970086148
8,6.94,-5.0,0.9123062380862161,-0.12101394624657758,-0.8208478788157905,0.9999942449144711
9,0.02,-0.98,0.9581035594648055,-0.06133892400571028,-0.9867555475612662,0.9999756949834087
